Author,Comment,PublishedAt
@erlanggaangga2035,Waduh,2023-03-27T06:03:19Z
@blanong6935,Berharap dan berdoa yang terbaik .Semoga Allah selalu menjaga dan melindungi hubungan kalian tiara alshad sampai maut memisahkan Aamiin 🤍🤍🤍🤲,2023-03-27T04:00:25Z
@srimulyantiyanti6987,"Suka bngt sm kalian, foverever",2023-03-27T03:14:40Z
@olipia5135,Sedih bgt pas nonton mv ini stelah liat britanya,2023-03-27T01:16:07Z
@UmbiAnksh,#63 musik Vidio terpopuler di Indonesia,2023-03-26T23:17:29Z
@haprisuarez621,"Ancur dah, ternyata duda😂",2023-03-26T22:58:32Z
@hikmahikk7006,Makanya apa si tiii😭kobisa sebagus itu walapun nada tinggi ♥️♥️♥️,2023-03-26T21:29:16Z
@hikmahikk7006,Tiaraa suara kamu sopan bgtttttttt ceunah❤❤❤❤❤❤❤❤❤❤❤,2023-03-26T21:28:36Z
@UmbiAnksh,"Alhamdulillah moo penambahan view nya konsisten di atas 100 rb
Hari ini 116.626
Kemarin 115.366
*Semangat terus yuuuk buat Titi*",2023-03-26T19:04:00Z
@NurulHikmahAngrainyy,"Keep strong ya tii.... I'm so proud of you.. aku yakin kamu mampu:)) . . Btw, kamu cantik banget sih, suaramu lembut tapi bisa nada tinggi dgn sangat mulus . Kamu idolaku selamanya syg",2023-03-26T17:08:11Z
@viniluthfiani4953,Ko denger ini nyesek bgt ya😢 inget perjalanan Tiara sama alshad 😢😢 semangat Tiara apapun yg terjadi kamu sudah jd yg terbaik ❤,2023-03-26T15:28:56Z
@ayucatlovers8600,Mengikhlaskan orang yang kita sayang tidak semudah mulut yang berbicara,2023-03-26T14:09:13Z
@happierdeeper886,"*Banyak yg protes kenapa sudah lebih dari seminggu kasusnya merebak tpi kok foto2 kebersamaan di IG belum juga dihapus, tetap tidak mau speak up, bahkan tidak ada klarifikasi sama sekali..? 🙄* 
Terkesan diabaikan begitu saja..
 *Dianggap tak ada masalah..* 
Dianggap tak ada kejadian apa apa..
 *Kok bisa begitu...* 
Apa pasal...?
 *Kta Bu Mar orang yg tetap cuek meski sudah ditelikung, diperdaya, dilecehkan dpt disebabkan beberapa alasan..* 
Antara lain..
 *_•Sudah terlanjur cinta sampai mati.._* 
 *_•Sebelumnya sudah tau, sadar dan yakin yg mana peran Pelakon, yg mana peran Pelakor.._* 
 *_•Sudah terlanjur di-unboxing.._* 
Ooo...gitu thoo..
Ngeri-ngeri sedap kali dong..☺
 *Bru tau Akuh tuh..* 
Pantesan semuanya anteng anteng aja,  bersikap biasa biasa sajah..
 *Rupanya antara menjaga Moral dan kepengen Viral itu sangat bebeti..* 
Beda beda tipis..
 *Hahaa..*",2023-03-26T12:46:31Z
@hermawati3175,Waw 41 jt,2023-03-26T12:32:24Z
@aninur2026,"Perih sekarang denger lagu ini
SMG Tiara baik baik saja",2023-03-26T12:03:25Z
@humanwolf288,"Banyak kaum prindavan di sini,
Udh pasti kiriman si onoh 😂",2023-03-26T11:57:59Z
@arizalajeh,"Titi sibuj berkarya dr pd sibuk komentarin beginian..lgan masih muda juga, msh panjang perjalanan jodoh mana ada yg tahu.  Yg terbaik buat titit .",2023-03-26T11:50:09Z
@siti2088,Aku pikir bujang ga tauy suami org tur jd duda skrang🤣🤣🤣🤭,2023-03-26T10:46:29Z
@dzulyandz1364,"Pergi mba Ti"" ikhlaskan dia dan semua kenangan pahit manis yg terukir. Keep strong 🔥",2023-03-26T09:58:30Z
@Nubinubinubi,"woi mootiara kalian jgn gitu lah, skrng  si alsad lg ada mslh kalian ikut2an huj4t.
nger3ndahin si alsad di semua sosmednya tiara.
ini cenel waktu dulu juga kita bantu ramaikan.",2023-03-26T09:57:52Z
@user-dy2xo9wi1d,😧😊😊,2023-03-26T09:53:37Z
@rebirthchannel1272,🗯🗯😩😩💫,2023-03-26T09:53:37Z
@imaginesubbing1753,🆓🆓😇😇😇 😵,2023-03-26T09:53:37Z
@oyeindoriofficialac3980,😍😍🇱🇱🇱,2023-03-26T09:53:37Z
@irgitai3315,😫😫,2023-03-26T09:53:35Z
@pontus662,🆙🆙,2023-03-26T09:53:30Z
@Tshering-yy5xk,😵⭕,2023-03-26T09:53:30Z
@genpro4271,🙀😫😫😫,2023-03-26T09:53:27Z
@user-hn9ij4bt1k,💤💤 🙍 ✖✖,2023-03-26T09:53:27Z
@SalmanAnsari-cw1uz,😚😚😚 🇮🇮 🆒,2023-03-26T09:53:27Z
@raj_chauhan707,💜💜💜😮😮😮😝😝😝,2023-03-26T09:53:27Z
@oreplus1762,💔💔 😉😉,2023-03-26T09:53:27Z
@mrdanishkhan8579,😻😻 😁😁😁🙀🙀,2023-03-26T09:42:57Z
@kronosdarksoul6073,💖🙇,2023-03-26T09:42:57Z
@lindabagle6278,💞💞💞 😎😎😎,2023-03-26T09:42:56Z
@teamlacrity6075,🙅💫💫💫,2023-03-26T09:42:56Z
@daengdediofficial5221,💞💞😇😇😇,2023-03-26T09:42:55Z
@user-de5it3us1c,🙌🗯🗯🗯 🇳,2023-03-26T09:42:54Z
@matrixgaming721,😗😗💔💔💔 😪😪,2023-03-26T09:42:53Z
@chachapromax3697,⭕⭕😙➿➿,2023-03-26T09:42:53Z
@kinkygirl1639,🕳🕳😹😹 🇨🇨,2023-03-26T09:42:53Z
@lilso1307channel,💝🆙🆙🆙 🇹🇹🇹,2023-03-26T09:42:53Z
@musli_lagunacs3456,🆗🆗 🔱🔱🔱,2023-03-26T09:42:53Z
@sivaguru-a1562,🇪🇪🇪😮😮💣💣💣,2023-03-26T09:42:53Z
@satyamupadhyay1556,🙏,2023-03-26T09:37:21Z
@yadiravalencia2202,💜💜💜 😨😨 💫💫💫,2023-03-26T09:37:21Z
@user-hn9ij4bt1k,💖💖💖 ⚡⚡ 😾😾,2023-03-26T09:37:21Z
@suacara2023,🙉🙉🙍,2023-03-26T09:37:21Z
@raraslemek893,😺😺😺 💘💘💘,2023-03-26T09:37:20Z
@sapkaszoyuncu9854,💬💬💬 😱😱,2023-03-26T09:37:20Z
@mwt408,😏💔 👁👁,2023-03-26T09:37:18Z
@lesmessagesdurire225offici3,😾😾 😆😆😃😃,2023-03-26T09:37:18Z
@794u,💖😝 💬💬,2023-03-26T09:37:18Z
@anulbs5411,➕➕ 😎😎,2023-03-26T09:37:18Z
@jhotimiranda908,ALSHAD ASU,2023-03-26T09:15:54Z
@Tataeca2612,"Akhrinya di bodohi... 
Akhirnya judul yg bagus buat kamu SOAL dari mahalini hahahhaha",2023-03-26T09:14:54Z
@jibayario3988,Ti.. ama gw ajalah udh cocok 😅,2023-03-26T08:53:16Z
@ahmedgameryt2815,💌💌💌 😁😿,2023-03-26T08:11:22Z
@collegiennes,😹 ➰➰,2023-03-26T08:11:22Z
@user-dy2xo9wi1d,💘 💕,2023-03-26T08:11:22Z
@memaybeoooooooo,💕💕💕 💘💘💘 🇨🇨🇨,2023-03-26T08:11:21Z
@user-ju1pl1gv8p,😎😎😎,2023-03-26T08:11:20Z
@usmanmughal4061,😲😲😲 😩😩😩,2023-03-26T08:11:20Z
@mehmo12akdas,😵😵  💜💜,2023-03-26T08:11:20Z
@mr.nawabeditor5887,😚💭💭💭,2023-03-26T08:11:20Z
@rongluagaming7846,📛📛📛➰ ❎❎❎,2023-03-26T08:11:19Z
@5ulliit269,😆😨😨,2023-03-26T08:05:11Z
@ibrahimkhalil8979,😁 💙💙💙,2023-03-26T08:05:10Z
@playguy_172,😨😨😨 💗💗➿➿➿,2023-03-26T08:05:10Z
@brotherscodio6178,😗😗❎,2023-03-26T08:05:08Z
@lesmessagesdurire225offici3,❎❎😦😦😦,2023-03-26T08:05:08Z
@liljeangamers4033,🇮 🇰🇰,2023-03-26T08:05:08Z
@latinclubtv8358,😲😲😲 😲 🇹🇹🇹,2023-03-26T08:05:07Z
@absonham6708,🆒,2023-03-26T08:05:07Z
@memesfighter6352,📛📛📛💥💥 🙊🙊,2023-03-26T08:05:07Z
@anger5251,➰➰➰🗯🗯🗯 🙆,2023-03-26T08:05:07Z
@yadiravalencia2202,😙😙 😳😳,2023-03-26T08:05:07Z
@denchannel4596,💤💤💤 😪😪 🕳🕳🕳,2023-03-26T07:59:49Z
@musicmantra5455,😜😜😜😨😨😨⭕⭕⭕,2023-03-26T07:59:49Z
@finele2469,😦💓 🇳,2023-03-26T07:59:46Z
@kaidtichai.k,😟,2023-03-26T07:59:46Z
@freefirewasimgamer6283,😶,2023-03-26T07:59:46Z
@salaheddinegk7067,💭💭 💦,2023-03-26T07:59:46Z
@Samueljjr,💔 💞,2023-03-26T07:59:46Z
@wlazerx9184,😛😛 😾,2023-03-26T07:59:45Z
@playguy_172,❌❌ 💓,2023-03-26T07:59:45Z
@vanhung5920,🇮🇮💥💥💥,2023-03-26T07:59:46Z
@ronitaronita4033,semangat tiara,2023-03-26T07:58:36Z
@yusufkara256,😹,2023-03-26T07:54:32Z
@Samueljjr,😱😱 🙅🙅🙅☑,2023-03-26T07:54:32Z
@st11qst3,❎❎❎ 🇪🇪🇪⭕⭕⭕,2023-03-26T07:54:32Z
@aadarsh1663,😯😯 ✖✖✖,2023-03-26T07:54:29Z
@VishalzxzVlogs,💚 💕💕 🙎🙎,2023-03-26T07:54:29Z
@KingKong-mv9uh,💬💬💬➗ 😺,2023-03-26T07:54:29Z
@daddy2op295,😧,2023-03-26T07:54:29Z
@taimurkhan9296,😎😎 🙋🙋🙋😨😨,2023-03-26T07:54:29Z
@mnhjmjmj8799,🇱 😎,2023-03-26T07:54:29Z
@mystatus8468,🙍 😨 💢💢💢,2023-03-26T07:54:29Z
@magnik2474,🇨🇨🔰🔰,2023-03-26T07:54:29Z
@sikarwarnarendra4866,😽😽😽😱🙌🙌,2023-03-26T07:48:46Z
@neelamsomvanshi8933,💜💜💜💋,2023-03-26T07:48:46Z
@pontus662,😲 😿😿😿,2023-03-26T07:48:45Z
@memaybeoooooooo,🙇 😻😻,2023-03-26T07:48:45Z
@baconblox9595,😫😫💞💞,2023-03-26T07:48:44Z
@aktarry,💜💜💜 💜,2023-03-26T07:48:43Z
@luniverdesoan9892,🙀🙀🙀,2023-03-26T07:48:43Z
@reflekzx,💥 😧😧,2023-03-26T07:48:43Z
@ffml8860,😺😺🙎,2023-03-26T07:48:43Z
@sobatlizep8180,💞💞,2023-03-26T07:48:43Z
@ipongmohammad9740,Setelah janji setia kini jadi janji palsu,2023-03-26T07:46:10Z
@t_oan7325,🙎,2023-03-26T07:43:35Z
@YACINEOFFICIEL-ez6gq,🇰🇰🇰 💜💜,2023-03-26T07:43:34Z
@guts-7640,➕ 🆗,2023-03-26T07:43:34Z
@souravyadav3092,✔✔✔ 😩💕💕💕,2023-03-26T07:43:33Z
@insaneriddles3,😝😝😝🗯🗯,2023-03-26T07:43:32Z
@user-nn1cv8xq8f,💦 💨💨,2023-03-26T07:43:32Z
@bandanmusicoficial,😄😄,2023-03-26T07:43:32Z
@vishutech51,😗🗯🗯,2023-03-26T07:43:32Z
@musicmantra5455,💕 😜 😌😌😌,2023-03-26T07:43:31Z
@shinsutzu4472,💖 🙏🙏,2023-03-26T07:43:31Z
@alihamza-fs2qh,😊😊🆙 📛📛📛,2023-03-26T07:37:37Z
@jackgaming3589,🇮 😷😷 😯,2023-03-26T07:37:36Z
@garry2265,☑☑☑💢,2023-03-26T07:37:36Z
@sunilchohank,😋😋😋 😹😹,2023-03-26T07:37:35Z
@linmassitubondo9144,😲💝💝💝🙀🙀🙀,2023-03-26T07:37:35Z
@Story-sn4qv,😝 💙💙💙,2023-03-26T07:37:33Z
@musisiqu8526,😂 😱 💌,2023-03-26T07:37:33Z
@piyushsfan5643,💘💘 ✅ 💦,2023-03-26T07:37:33Z
@trixwoke,😊💞💞,2023-03-26T07:37:33Z
@tamannaislam2904,😽😽,2023-03-26T07:37:33Z
@legendx3348,💭😺😺😺,2023-03-26T07:37:33Z
@yesiimrankemal2200,😲 🇨🇮🇮🇮,2023-03-26T07:31:12Z
@rizkyikhtarudin9703,💕 💦💦💦🆙🆙,2023-03-26T07:31:12Z
@kurse_sukuna1767,💦💦 🙎🙎🙎 🇨,2023-03-26T07:31:12Z
@raj-bk3qw,➿➿➿ 😶😶,2023-03-26T07:31:11Z
@salahkristal3458,😝😝➖,2023-03-26T07:31:11Z
@brekerback7414,🆒🆒🆒 😚😚😚,2023-03-26T07:31:10Z
@bintckb7539,🙍🙍 ❎,2023-03-26T07:31:09Z
@fairyaith_1441,💣 💤💤💤,2023-03-26T07:31:09Z
@ngaviff9354,💌✅✅,2023-03-26T07:31:08Z
@beritainfo1917,😿🔰🔰,2023-03-26T07:31:08Z
@egg6858,➗➗ 🆕🆕,2023-03-26T07:31:08Z
@miguevalencia5045,💓💓 😜 😆😆,2023-03-26T07:31:08Z
@floshopee4575,🕳 💨,2023-03-26T07:26:02Z
@garry2265,🙆🙆,2023-03-26T07:26:01Z
@arbaz_khan_1002,🇨😮,2023-03-26T07:26:01Z
@finele2469,😻😻😻🆓🆓🆓,2023-03-26T07:26:01Z
@akgraphics538,💓💜💜💜,2023-03-26T07:26:01Z
@ShikAri233,😌 ⚡⚡⚡ 😊,2023-03-26T07:26:00Z
@turapder2094,💦💦 🙆 😟,2023-03-26T07:25:59Z
@hatashivevo1712,🙇🙇🙇 🙉🙉🙉😩😩,2023-03-26T07:25:58Z
@user-xj8oy3gv8m,➕➕➕,2023-03-26T07:25:58Z
@yogaadhyaksa5206,😋😋 😳😳😳🔰🔰,2023-03-26T07:25:58Z
@luissouzaa2484,💢,2023-03-26T07:25:58Z
@ajayking8495,🙋  💟💟💟,2023-03-26T07:25:58Z
@sadamsyah0541,🙅🙅🙅😱😱😱,2023-03-26T07:19:59Z
@sahgdhjsa9710,🇪🇪🇪😅😅😅,2023-03-26T07:19:59Z
@yadiravalencia2202,💨💨💨 💗💗💗,2023-03-26T07:19:59Z
@bandanmusicoficial,🇪🇪🇪 🆓🆓🆓,2023-03-26T07:19:59Z
@ngsmusicofficial3624,💝 ❎❎😳😳,2023-03-26T07:19:56Z
@ibrahimkhalil8979,💬💬💬🇷🇷🇷 💭,2023-03-26T07:19:56Z
@tgpbazenews,💔💔⚡⚡⚡ 💢,2023-03-26T07:19:56Z
@danishitoo589,😼😼😼😊😊😊😳,2023-03-26T07:19:56Z
@SANDESHVLOG4,⚡ 💥💥💥 🇨🇨🇨,2023-03-26T07:19:56Z
@kunalvlogs1307,😩😩😩🙉,2023-03-26T07:19:56Z
@koobracj2605,💭 😯 😧,2023-03-26T07:19:56Z
@alnezar5323,😚 😆😆💟💟💟,2023-03-26T07:19:56Z
@butters_gamingg,✔✔😆😆😆➕,2023-03-26T07:13:22Z
@deepsrivastava4666,🙎,2023-03-26T07:13:22Z
@opgamerzz007,✅✅ 💬💬💬,2023-03-26T07:13:22Z
@davidcarlosarriaza7065,☑ 🆕,2023-03-26T07:13:21Z
@askaneotech6216,🇱🇱🇱 😋 🙊🙊,2023-03-26T07:13:20Z
@nationalgameronetech7881,😇😇😇 😌,2023-03-26T07:13:19Z
@daddy3210,💌💌💌 😝 😂,2023-03-26T07:13:19Z
@wxflei5660,💝 💋💋,2023-03-26T07:13:20Z
@nilalovers0121,😫😫 😳,2023-03-26T07:13:19Z
@fbiolucasxs25,😪😪 ➗,2023-03-26T07:13:19Z
@syitaford9277,📛📛😇😇 💙💙💙,2023-03-26T07:13:19Z
@nayeemahmed989,💛💤,2023-03-26T07:13:19Z
@hendrokartiko7264,diremake aja..ini dihapus..gw model video clipnya,2023-03-26T07:09:26Z
@yogapractice545,SEDIH 😥😥 TAU CERITA NYA 💔,2023-03-26T06:11:15Z
@maulagi1739,Uhuyy kembali masuk video musik terpopuler❤,2023-03-26T05:56:51Z
@davidaditya487,Judul lagu dan aktor yg memerankan gak sesuai sekali,2023-03-26T02:55:14Z
@pipitratnasari5185,Sekarang kalo dengerin lagu ini jadi sedih😭 semangat ti❤,2023-03-26T02:29:25Z
@rosidipusaka8431,Nyesek banget sih pas banget,2023-03-26T01:37:05Z
@pentyendah4624,Waduh sedih liat video klip ini😢di thn 2023 ini kisah cintamu terguncang badai Titi...semoga mendapat jalan keluar yg terbaik utk semua,2023-03-26T01:10:10Z
@aditslmn456,"maret 2022 titi bahagia atas hubungan yg baru di jalaninya & maret 2023 titii di terpa berita"" gaenak tentang hubungannya😭sabarr ya tii",2023-03-26T00:05:27Z
@revankachanberry-cz9xf,Wkwkwkwkkww sama duda anjir,2023-03-25T23:58:02Z
@alexandermuhprareza7009,Ini lagu seharusnya JANJI BODOK sama harimau,2023-03-25T22:09:41Z
@cookiesgaming8545,"Suara y merdu bggtt sihhh ,,mendayu merayu ....🎉",2023-03-25T18:19:29Z
@AbdKarimSutanto,Gimana rasanya dirindukan oleh dia yang kita sayang??? Mungkin aku terlalu berharap... ya sudah aku lebih baik menjaga diri dari terlalu berharap.,2023-03-25T17:14:33Z
@PutriSaraswati-cx2ny,Ternyata alshad disini masih pacaran sama perempuan yg sedang mengandung anak alshad😢 gk kebayang perasaan Nissa waktu itu,2023-03-25T16:08:38Z
@cansera-ws8ck,Muka cowoknya mau di blur gak nih ? 😅,2023-03-25T16:00:15Z
@tmntli7932,Sad ya nnton MV ini Krn skrg hub mereka g tw gmn skrg,2023-03-25T15:33:48Z
@pramukaindonesia6529,Tetep ati ati yaa ti 😢,2023-03-25T14:22:24Z
@yesspuu559,Sabar ya titi,2023-03-25T13:52:33Z
@giechanell9967,G jadi jAnji setia orang dah punya anak 😅,2023-03-25T12:11:44Z
@SupenoSupeno-to8vj,"Woh woh mantap Ning Tiara penerus Raisa suaranya harus di jaga ya biar tambah merdu succes Selalu ,Mas Yovie ,,👏👏👏👍👍 aransement Bravo ,Trio Angle  semoga bisa continew 👍",2023-03-25T11:11:04Z
@atokboy6131,"Tiara cantik berfikirlah sehari sebelum punya niat menikah dg alshat dari pada menyesal setelah menikah cantik❤😊

Krn dari awal ini saja Alloh SWT telah menyelamat kan hati dan jiwamu dari keburukan dan kebusukannya dg caranya Allah cantik😊❤",2023-03-25T10:02:49Z
@iJuvMalfoy,"Sebuah janji dapat memberi kekuatan jika diucapkan pada orang, waktu, dan untuk alasan yang tepat. 
Jadii... tidak usah berjanji jika tak yakin bisa menepatinya.

Yang sabar ya Titi:)
Diambil pelajaranya aja sama yang ini",2023-03-25T09:34:36Z
@dinirizkidwi2930,"Aku suka chemistry mrk. Terlepas smua berita yg ada saat ini, aku doakan yg terbaik untuk kalian berdua. Jalan apapun yg diambil nanti smoga yg terbaik untuk smuanya dan smua berbesar hati. Kalau mmg salah mengakulah salah kalau tidak salah membela diri aja kalian punya hak untuk berbicara atau diam. Smua org bsa salah dan masa lalu tdk bisa diubah yg penting masa depan harus lebih baik. Smoga siapapun yg tersakiti bisa pulih dgn waktu. Semangat untuk kalian smua.",2023-03-25T09:08:27Z
@jswscrizz,semangatttt tiiiiiii 🥰🥰🥰 ILYY🫂🫂,2023-03-25T08:49:43Z
@rara1089,always spirited titikuuu🥺💐💓,2023-03-25T08:31:35Z
@userdianhanafi,"Bisa ga sih videonya di edit lagi, pas ada cowo nya di potong aja gitu, ga ikhlas bgt lagu sebagus ini, Music video nya dinodai sma cowo kang ngibul.",2023-03-25T08:30:33Z
@ninaflanel,suka denger nya ga suka liat videonya😅. ada alshad,2023-03-25T08:26:59Z
@angelicahermawan-9683,Kukira lagu,2023-03-25T07:46:31Z
@mutimut6667,"Menunggu karyamu, g sabar 31maret",2023-03-25T07:23:14Z
@cho2cho2cho2,Janji setia tapi kegocek 😢,2023-03-25T07:17:54Z
@fitriantofitrianto9822,Mampir kesni . Lagi booming alshad & nissa 😂,2023-03-25T07:04:09Z
@fitrihandayani2968,😘😘,2023-03-25T06:45:46Z
@holidiens,★LAWAN nya NISSA BERAT😢 Bukan KaLeng KaLeng😂,2023-03-25T06:40:20Z
@danoeljamers2899,Janji setia,2023-03-25T06:36:52Z
@titikretnawati3743,Kalo putus beneran yakin gak bisa lupa karena lagu ini ada dia 😢😮,2023-03-25T06:30:27Z
@kuin2322,"Disatu sisi kesian sama titiii,tapi kasian juga sama nissa,,,pastii nissa tau alshad ada di video klip ini,kesian gimana perasaan nissa ya ngeliat video ini dan video video alshad sm titii yg lainnya,pasti sakit banget :(
Semanggat teruss titiii",2023-03-25T06:14:31Z
@rahmirusli9615,Dah bubarrrrr,2023-03-25T06:05:29Z
@IMfine1012,Mootiara spread love not hate 🤗,2023-03-25T05:55:47Z
@mellymeiliawatisutisna286,Janji setia kini menjadi janji yang ingkar😢,2023-03-25T05:46:47Z
@indrafauzi6870,Lagu ini pas 1 taun mereka jadian. Tp harus kandas sepertinya di bulan ini jg hubungan mereka. Terhalang restu ayah dr Tiara.,2023-03-25T05:45:29Z
@Vekyndeloo,Lagu ini membawa aku ke penyesalan terbesar.,2023-03-25T05:45:14Z
@eufrasianggeong3668,😭😭😭😭,2023-03-25T04:10:20Z
@jhnoft96,Gapernah tau siapa mereka semenjak berita miring ya ngeliat sih abis sliweran dimana-mana.. Yg sabar ya tiara masih muda fokus karir dulu. Laki-laki mah gampang bisa di cari nanti yg lebih baik.,2023-03-25T03:56:41Z
@myIdhea,Sedih banget denger beritanya,2023-03-25T03:32:47Z
@maslachatulummah4298,Terlihat indah .tp ternyata dia bisa menyembunyikan rahasia besar nya. Sungguh laki2 gk bisa di percaya . Semangat untuk tiara . Masih muda perjalanan masih panjang,2023-03-25T02:20:29Z
@Xee278,What language I this???,2023-03-25T01:51:19Z
@chandranurkomala3607,"Smg Allah SWT jaga kalian, bahagia selalu dan terbaik untuk semua💜.",2023-03-25T01:41:45Z
@Pelokor,"Mamak said🗣️Aku suka mantu kyk Raffi Ahmad, dah terkabul tuh mak, cus KUA Mak😂",2023-03-25T01:30:53Z
@keishajuara4513,Ti yg kuat y ti,2023-03-25T01:27:46Z
@userdianhanafi,Makin nyesek ya liat mv ini,2023-03-25T01:23:11Z
@Pelokor,"September Spill, Oktober Spil, November Spill, 3 bulan berturut-turut Spill, tp Sapi gk peka, kok gini y fensny, tpi gitulah fens yg tutup mata dan telinga, terlalu bucin sih fensny sama kyk tiarany😂😂😂",2023-03-25T01:07:13Z
@maung6282,dan movie sebagus ini akan menjadi kenangan titi akan perjalanan kisah cintanya,2023-03-24T23:57:14Z
@nokawinati4760,Nyeseg banget 😢 semangat ya titi sayang ❤,2023-03-24T23:04:33Z
@alftaih7627,"Sukses terus Tiara Andini❤️ , 
Kamu berhasil  membuat saya menangis 😭💕",2023-03-24T22:42:01Z
@hani-jd9qi,Semangat terus ka🥰,2023-03-24T22:41:37Z
@romi2240,"Bisa diedit gak judulnya, JANJI GAK SETIA 😁😁. PAPA MAMA SELEN CO CWIITTT 😂😂😂😂",2023-03-24T22:13:29Z
@kimyoungna6363,Ti jangan trauma ya Ti... MV nya bgus bgt 😢,2023-03-24T22:01:58Z
@REZAbaelah.,Janji Gak Setia,2023-03-24T21:19:33Z
@fatihahfara8447,Alshad kok gitu :(,2023-03-24T21:09:06Z
@InGgitRibasyu,*Tak seindah lagu yang kau nyanyikan sabar y sayang semua ada jalan keluar y Aminnn*,2023-03-24T21:05:49Z
@risalardiansyahchannel6269,;),2023-03-24T20:29:28Z
@imajulianuel,"Jadi ingat kata Raffi Ahmad :
""Alshad ini lebih playboy daripada aku "" 
Gua kira si Alshad ini bocil yg lugu, ternyata sdh jadi seorang Bpk.",2023-03-24T19:12:02Z
@erlinsiskasarie9887,HHhhmmm... 🤔💭,2023-03-24T17:06:18Z
@karinadwipuspazanah4041,Masyaallahh adikku suka banget tapi adikku fans tiara & alshad cocok janji setia tapi alshad beli motor mahal banget buat kamu tiara cantik tpi alshad masih sayang kamu satu kamu tok kak JANJI SETIA ♥️♥️♥️,2023-03-24T16:35:04Z
@fannysadikin9497,Harus berakhir kisah cinta Titi kali ini....😭,2023-03-24T16:04:47Z
@akunsecond4521,Tiara biasa aja ga cantik tapi suaranya emas,2023-03-24T15:50:16Z
@ekanoviyanti5278,Titi kamu yang dihianati tp kami yg sedih,2023-03-24T15:48:44Z
@zapriliantogracelato,Ke sini gara2 kabar miring tentang alsad,2023-03-24T15:40:09Z
@darmabag,#RESHOOTJANJISETIA,2023-03-24T15:25:38Z
@koerindoe,Next Tiara bikin lagu yg happy jangan yg galau mulu,2023-03-24T14:43:13Z
@ratumilleniaaa6250,Gatau ini lagu dan mv tergemes tp ko bisa si shadddd😢😢,2023-03-24T14:09:26Z
@userdianhanafi,Yakin bisa move on titi🥲,2023-03-24T13:44:45Z
@DaNiel-gg7zg,Tinggal hanya kenangan kata setia di lagu ini jugak tidak berlaku untuk hubungan mereka 😢😢😢😢,2023-03-24T12:00:12Z
@sanisani-xc6de,Klanjutannya gmn?? Janji ga setia.,2023-03-24T11:40:01Z
@hamzahkalkausar9144,Lagu sesuai kidah cintanya,2023-03-24T10:16:34Z
@nadirakhasanah9202,Memang masa depan gaada yg tau yaa😢,2023-03-24T09:47:03Z
@Faisalahmdm,"tiara yang kuat yaa sayang , tunggu! pasti ada pelangi yang datang menyinari yaa ti setelah badai ini berlalu",2023-03-24T09:10:40Z
@kakafira9746,"Waktu pembuatan video klip ini, Alshad lg menghamili mantannya",2023-03-24T09:02:41Z
@azraelisa2293,"Gaa ada yg koment di dunia nyatanya guy's... 
Buat titi yg sabar... Iman akan bertambah jika lulusan ujian ini 

Buat alshad.. Buatlah hidup ini jadi cermin.. Siapa yg menanam dia yg akan memetik pada waktunya 

Buat Nissa.. Kamu Waneta hebat.. Semoga Allah membolak balikaan hati alshad..jikapun tidak semoga dapat pengganti Ayah dari anakmu yg sayang sama keluarga",2023-03-24T08:25:38Z
@novertaermafalla3371,cieee hahahhaha,2023-03-24T08:06:25Z
@Nurulhidayah-cu3ri,Spa yng ksiini gara2 berita itu 😢,2023-03-24T07:36:09Z
@keisyakanaya3436,"Pengen nangis terlalu romatis . congrats semoga kalian sehat terus dan salam buat selen,jinora,eshan",2023-03-24T07:21:25Z
@yayan1837,😅 janji setia,2023-03-24T06:53:51Z
@Wahyuthv,"Kesini gara"" temen gw kemarin muter lagu ini wk",2023-03-24T06:00:07Z
@Lisadieni,siapa yg kesini lagi setelah kasus alshad selingkuh sm mantan nya wkwkwk 😂🙌,2023-03-24T04:52:09Z
@Auliia1,Tiara❤,2023-03-24T04:01:32Z
@mykymanuain6977,Lagunya menceritakan jalan hidupnya😢,2023-03-24T03:54:38Z
@gabrielpurba5561,"Suka lagu ini bukan karena percintaan karena suara Titi bagus bangat,bisa ngebawa gua ngerasain tentang lagu ini. Love you titi😂❤",2023-03-24T03:15:01Z
@arfendobangun6044,Udah lihat berita ?,2023-03-24T03:11:32Z
@OhyeahBatz,"Semangat kak, anggap aja cuma model video clip 🤙",2023-03-24T02:25:55Z
@hfzzzzzz8027,"Mana udh bikin MV sama sama lagi, apapun nnti keputusannya pasti yg terbaik buat kamu tiara❤",2023-03-24T02:04:59Z
@udarusman6112,Tiara nyanyi TIADA LAGI Mayangsari langsung trending please,2023-03-24T01:56:21Z
@udarusman6112,Langsung bikin rekaman blagu tiada lagi dari Mayangsari share langsung trending Tiara,2023-03-24T01:55:21Z
